twitter,instagram,facebook,snapchat,youtube,whatsapp,pinterest,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,age,education
1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,,1.0,,3.0,10.0,66,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,20,4
1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,,,1.0,2.0,19,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,50.0,82,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,19,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,58,4
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,1.0,1.0,,27,2
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,20.0,52,3
1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,10.0,28,4
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,3.0,,36,2
1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,97.0,31,8
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,4.0,51,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,10.0,46,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,5.0,48,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,62,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,4.0,34,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,1.0,63,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,74,3
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,1.0,,3.0,20.0,47,6
2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,2.0,4.0,,3.0,86,1
1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,8.0,26,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,54,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,55,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,12.0,63,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,5.0,3.0,52,4
2.0,2.0,1.0,8.0,1.0,1.0,8.0,,,1.0,,1.0,98.0,57,1
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,25.0,46,7
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,2.0,54,6
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,21,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,74,4
2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,5.0,4.0,,60.0,29,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,1.0,,5.0,5.0,66,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,54,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,5.0,1.0,,1.0,1.0,55,3
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,22,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,8.0,,,4.0,61,8
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,4.0,60,2
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,12.0,65,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,2.0,61,7
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,43,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,65,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,10.0,84,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,5.0,97.0,74,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,2.0,8.0,31,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,15.0,38,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,5.0,3.0,57,2
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,2.0,35,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,2.0,,65,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,1.0,55,5
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,3.0,,3.0,4.0,29,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,23,5
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,,4.0,40.0,66,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,,50,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,,38,3
1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,20.0,20,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,25.0,25,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,,1.0,97.0,58,7
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,4.0,23,6
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,,,,28,6
1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,,3.0,40.0,64,8
1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,5.0,,58,5
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,,2.0,,59,7
1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,10.0,21,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,5.0,,1.0,1.0,26,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,88,1
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,20.0,26,4
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,3.0,1.0,85.0,22,6
1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,30,6
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,3.0,,3.0,20.0,68,8
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,3.0,21,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,5.0,6.0,70,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,,4.0,4.0,51,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,8.0,,3.0,12.0,74,5
1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,3.0,40.0,41,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,1.0,50,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,,4.0,20.0,47,8
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,10.0,38,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,7.0,33,6
2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,,,28,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,6.0,60,6
2.0,2.0,1.0,2.0,1.0,8.0,2.0,,,3.0,,4.0,1.0,68,3
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,4.0,3.0,67,7
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,4.0,71,7
1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,,2.0,40.0,29,5
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,3.0,1.0,1.0,5.0,18,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0,,1.0,,27,5
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,6.0,37,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,5.0,12.0,59,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,49,5
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,3.0,,28,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,39.0,67,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,4.0,10.0,40,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,29,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,5.0,32,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,12.0,56,8
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,3.0,,2.0,2.0,20,3
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,1.0,30,6
1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,4.0,21,3
2.0,2.0,1.0,2.0,1.0,2.0,8.0,,,1.0,,3.0,5.0,65,7
1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,7.0,20,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,,39,5
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,6.0,24,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,5.0,25,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,3.0,3.0,60,6
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,1.0,,45,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,,53,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,13.0,21,5
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,19,4
1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,,4.0,2.0,51,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,25.0,22,3
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,10.0,65,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,3.0,57,3
1.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,,18,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,18.0,70,7
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,3.0,10.0,54,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,5.0,,55,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,5.0,,,98.0,24,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,20.0,51,5
1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,,,,3.0,3.0,49,2
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,,5.0,3.0,38,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,67,4
1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,3.0,6.0,56,6
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,3.0,10.0,30,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,38,1
1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,,32,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,12.0,41,7
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,3.0,4.0,41,6
1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,5.0,27,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,4.0,4.0,75,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,61,5
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,3.0,18.0,68,7
1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,3.0,8.0,31,4
1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,,3.0,,62,2
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,2.0,3.0,4.0,2.0,39,5
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,,1.0,6.0,63,4
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,3.0,70,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,97.0,72,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,3.0,12.0,47,4
1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,2.0,24.0,65,6
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,12.0,60,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,7.0,49,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,1.0,63,4
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,27,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,4.0,3.0,56,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,,36,5
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,2.0,4.0,36,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,97.0,68,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,76,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,81,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,25,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,50,1
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,5.0,42,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,21,4
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,5.0,6.0,62,4
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,20.0,19,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,5.0,3.0,45,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,,45,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,,43,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,57,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,36,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,51,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,6.0,64,4
2.0,1.0,2.0,2.0,1.0,2.0,1.0,,3.0,,,4.0,5.0,54,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,30.0,56,6
1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,2.0,,4.0,20.0,55,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,2.0,33,3
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,3.0,,1.0,15.0,61,7
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,,29,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,5.0,,54,5
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,,3.0,10.0,79,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,7.0,66,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,84,1
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,,46,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,69,4
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,5.0,65,4
1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,,1.0,12.0,60,4
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,,55,3
1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,3.0,34,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,5.0,,,8.0,75,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,4.0,46,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,4.0,97.0,71,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,20.0,28,7
2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,65.0,25,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,,61,4
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,1.0,24.0,27,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,,1.0,4.0,40,4
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,6.0,33,6
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,25.0,22,4
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,10.0,20,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,4.0,2.0,23,3
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,31,4
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,18,2
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,3.0,46,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,2.0,66,5
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,2.0,,3.0,4.0,54,6
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,2.0,,40,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,60,4
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0,2.0,1.0,,27,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,5.0,,5.0,,42,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,,3.0,,45,2
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,30.0,34,3
2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,5.0,5.0,4.0,6.0,38,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,10.0,18,6
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,4.0,60,6
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,3.0,,41,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,,57,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,10.0,47,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,1.0,,33,1
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,5.0,,,1.0,72,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,,40,1
1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,2.0,,50,4
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,3.0,3.0,24.0,51,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,70.0,20,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,,45,98
1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,15.0,40,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,2.0,,39,5
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,1.0,,1.0,4.0,52,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,10.0,29,5
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,1.0,80.0,63,7
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,50.0,67,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,47,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,3.0,29,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,20.0,45,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,,3.0,5.0,55,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,1.0,2.0,20,4
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0,3.0,2.0,31,6
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,18,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,30.0,69,7
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,20.0,29,7
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,,39,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,10.0,38,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,,53,3
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,20.0,40,1
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,19,2
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,3.0,20.0,21,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,96.0,34,5
2.0,2.0,2.0,2.0,8.0,2.0,2.0,,,,,,96.0,99,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,57,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,26,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,4.0,64,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,10.0,23,4
1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,,1.0,5.0,2.0,12.0,50,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,8.0,42,7
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,68,7
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,,2.0,1.0,34,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,,46,5
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,3.0,24.0,97,7
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,3.0,4.0,40,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,3.0,6.0,59,8
1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,20.0,25,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,2.0,,1.0,6.0,47,5
1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,,,50.0,47,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,98.0,74,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,,64,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,20.0,31,7
1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,,,3.0,5.0,53,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,8.0,1.0,,8.0,4.0,62,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,6.0,61,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,7.0,41,6
1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,5.0,10.0,42,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,1.0,,38,2
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,4.0,7.0,68,8
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,5.0,4.0,57,7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,10.0,38,3
2.0,2.0,1.0,2.0,1.0,8.0,2.0,,,5.0,,3.0,15.0,67,7
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,24.0,47,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,3.0,15.0,28,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,,66,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,3.0,26,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,12.0,60,7
2.0,2.0,2.0,2.0,2.0,8.0,2.0,,,,,,,77,3
1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,5.0,,2.0,3.0,20,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,3.0,,37,2
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,98.0,38,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,30.0,56,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,25.0,66,8
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,,3.0,24.0,36,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,7.0,60,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,5.0,5.0,5.0,50.0,20,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,5.0,53,3
