twitter,instagram,facebook,snapchat,youtube,whatsapp,pinterest,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,age,education
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,46,6
1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,,5.0,8.0,,97.0,56,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,40.0,77,3
1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,,12.0,38,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,5.0,,18,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,26.0,44,7
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,10.0,47,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,10.0,70,8
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,33,6
1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,,1.0,2.0,70,7
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,4.0,,3.0,98.0,18,3
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,,50,2
2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,,6.0,25,6
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,,1.0,96.0,26,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,52,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,4.0,,53,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,25,1
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,3.0,,,,49,6
1.0,1.0,1.0,1.0,8.0,2.0,1.0,3.0,8.0,3.0,8.0,,98.0,99,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,4.0,4.0,7.0,53,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,23,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,35.0,74,7
2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,3.0,2.0,,10.0,57,5
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,2.0,,4.0,50.0,48,7
1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,70.0,37,8
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,3.0,,26,3
1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,,2.0,,1.0,3.0,55,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,,3.0,6.0,67,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,,2.0,20.0,53,6
1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,,2.0,4.0,36,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,87,5
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,1.0,35,1
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,,60,1
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,23,5
1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,3.0,3.0,5.0,23,6
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,3.0,,,97.0,64,5
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,4.0,30.0,30,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,39,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,30,2
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,27,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,10.0,43,7
2.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,45.0,19,4
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,10.0,22,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,20.0,72,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,61,7
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,3.0,,1.0,2.0,3.0,19,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,78,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,,3.0,,67,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,41,3
1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,10.0,50,4
1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,6.0,60,3
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,,,,44,6
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,39,1
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,1.0,,3.0,6.0,47,7
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,3.0,,,4.0,24.0,99,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,6.0,37,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,12.0,37,6
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,6.0,20,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,2.0,2.0,2.0,2.0,32,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,5.0,5.0,67,3
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,28,7
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,71,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,9.0,34,8
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,12.0,67,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,5.0,59,5
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,3.0,5.0,54,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,5.0,,50,4
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,3.0,7.0,40,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,30,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,15.0,47,3
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,18,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,7.0,55,4
1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,1.0,,4.0,,70,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,12.0,31,2
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,5.0,98.0,63,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,62,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,56,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,21,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,94,2
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,4.0,9.0,24,6
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,2.0,12.0,50,6
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,5.0,,,4.0,20.0,75,6
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,3.0,8.0,24,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,12.0,66,4
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,5.0,,3.0,8.0,27,2
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,1.0,,,20.0,67,5
1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,,,3.0,6.0,51,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,5.0,81,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,48,3
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,4.0,5.0,68,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,25,6
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,8.0,1.0,2.0,45,2
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,12.0,77,8
1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,,4.0,3.0,55,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,2.0,98.0,44,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,50,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,15.0,80,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,2.0,35,6
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,2.0,4.0,33,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,2.0,,99,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,3.0,,50,6
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,3.0,,,2.0,67,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,96.0,36,99
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,4.0,4.0,3.0,61,6
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,3.0,,5.0,12.0,52,6
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,,4.0,10.0,35,8
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,2.0,,2.0,12.0,33,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,20.0,63,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,18,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,30,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,29,4
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,5.0,31,7
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,58,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,79,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,44,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,3.0,3.0,4.0,40.0,99,99
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,3.0,18.0,30,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,55,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,3.0,1.0,22,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,5.0,,43,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,18,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,54.0,55,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,66,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,12.0,72,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,70.0,62,7
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,26,6
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,2.0,23,5
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,4.0,25.0,52,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,65,1
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,,41,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,49,1
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,43,3
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,4.0,1.0,68,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,4.0,27,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,97.0,50,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,60,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,54,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,,2.0,10.0,24,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,3.0,43,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,3.0,68,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,3.0,8.0,19,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,29,5
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,3.0,,4.0,24.0,68,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,8.0,76,7
1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,18.0,19,3
1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,58,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,38,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,18,2
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,12.0,25,3
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,3.0,,,3.0,73,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,,3.0,2.0,43,5
2.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,1.0,,,12.0,66,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,4.0,47,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,99.0,99,99
1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,,1.0,,5.0,2.0,38,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,1.0,50,4
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,1.0,,,,55,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,6.0,57,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,26,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,4.0,3.0,51,7
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,,3.0,,66,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,3.0,46,6
1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,,,,3.0,99.0,66,4
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,34,6
1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,,5.0,6.0,87,7
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,,59,8
1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,,1.0,2.0,3.0,18,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,1.0,53,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,5.0,3.0,1.0,1.0,30,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,12.0,67,8
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,6.0,70,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,32,7
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,50,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,20.0,32,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,4.0,45,8
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,5.0,2.0,,5.0,1.0,34,6
1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,4.0,,1.0,7.0,29,4
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,3.0,63,6
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,1.0,36,98
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,28,4
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,5.0,5.0,2.0,3.0,99,99
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,1.0,2.0,36,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,7.0,53,1
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,27,1
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,62,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,9.0,58,4
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,3.0,2.0,3.0,3.0,23,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,12.0,63,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,59,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,51,7
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,4.0,42,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,3.0,,58,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,36.0,61,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,30,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,8.0,67,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,20.0,61,6
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,,,12.0,79,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,5.0,99,8
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,50,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,10.0,58,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,,67,3
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,3.0,7.0,29,8
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,37,3
1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,,2.0,,3.0,10.0,40,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,30.0,36,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,53,2
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,2.0,,67,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,40,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,50,1
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,1.0,,1.0,,68,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,20,4
2.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,,,4.0,25.0,60,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,98.0,34,6
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,3.0,56,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,34,4
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,4.0,3.0,30,5
2.0,2.0,2.0,2.0,2.0,2.0,8.0,,,,,,20.0,88,6
1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,2.0,,53,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,54,3
2.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,,,50.0,55,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,,66,8
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,22,98
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,5.0,67,6
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,2.0,,2.0,12.0,55,1
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,33,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,50,2
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,3.0,,,2.0,12.0,42,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,5.0,,3.0,6.0,48,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,4.0,3.0,74,6
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,17.0,56,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,3.0,27,4
2.0,1.0,2.0,2.0,1.0,2.0,2.0,,4.0,,,1.0,6.0,24,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,7.0,54,7
2.0,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,1.0,,,,50,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,40,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,5.0,99.0,70,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,64,5
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,3.0,4.0,27,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,,25,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,35.0,25,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,3.0,4.0,37,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,,39,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,62,4
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,5.0,60,6
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,29,7
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,98.0,24,1
1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,,2.0,,2.0,97.0,71,7
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,2.0,,41,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,,49,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,30.0,40,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,1.0,5.0,29,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,2.0,15.0,61,8
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,3.0,,51,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,75,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,38,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,70.0,47,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,,45,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,4.0,64,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,5.0,75,3
2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,40,3
1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,3.0,3.0,10.0,35,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,64,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,,50,98
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,8.0,67,7
1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,,3.0,3.0,73,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,24,4
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,3.0,8.0,19,3
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,3.0,,4.0,6.0,56,7
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,30.0,19,3
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,2.0,4.0,30,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,6.0,68,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,1.0,33,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,,5.0,50.0,47,8
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,41,3
2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,5.0,1.0,2.0,97.0,32,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,30.0,32,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,42,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,49,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,10.0,31,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,98.0,55,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,3.0,3.0,2.0,56,7
